Return,Volatility,Explainability
1.874145457328703,0.02040646461744179,0.9792873946447221
1.9780743078228578,0.020797686680576664,0.9790605445387502
1.9088542577196843,0.01975513255571129,0.9787813461646832
1.9893543440348218,0.020315435519661463,0.978658436656629
1.946214185207583,0.019344376869529986,0.9776938021498383
1.8311751559184923,0.020151390143133562,0.9791045523825146
1.9667600376197287,0.02038419352065993,0.9792276569775172
1.9739650927408414,0.02049686823171615,0.9786922164064236
1.9567948119589895,0.019850364745088278,0.9790856773891147
2.051300334936103,0.020828478630263016,0.9781694694801614
1.9579177563501853,0.020204055971607293,0.9779007517471515
1.8988324725371954,0.019699106193452852,0.9786096402576991
1.951396999791671,0.019507123581826418,0.9785703334858808
1.8825303100387354,0.01938532115610481,0.9782816086496625
1.9411835015718606,0.019254868565774408,0.9781486757217892
1.887357215381272,0.02120663612051803,0.9792231784295784
1.9617014540552946,0.02067987302413747,0.9788354967637037
1.7649461115421845,0.020008023508573263,0.978271875368855
1.780726252465858,0.019415959820981158,0.9780009621665591
1.9201129074406473,0.01943628718362117,0.977438103837311
