Return,Volatility,Explainability
1.856449454708396,0.02035318509582313,0.9794003006642458
1.7844155382621638,0.019481509429465825,0.9787094096658091
1.8914990115788977,0.018737880620581286,0.9775890822763796
2.02905448608057,0.02246216736575241,0.9773528278189362
1.9553886513205996,0.021345609753235534,0.9791943510373433
1.8682704682804854,0.018990105242229133,0.97784286907741
1.824024543749077,0.019313398615309757,0.9781926729060986
1.9391594815581783,0.020962851353188226,0.9790057935411968
1.8171398669948975,0.01961269883590993,0.9784189814612979
1.910207263050257,0.01998030767537609,0.9785559605669092
2.00770219921869,0.02018813824804271,0.9783829895276872
1.9766884081186296,0.020057383014289804,0.9789178525960004
1.9951961667201443,0.02130203645318763,0.9783934794405781
1.828027977725293,0.019698821954443974,0.9791555869516242
1.8608038765397947,0.018933404273306108,0.9780365537714075
1.9324094582122697,0.020869283150526555,0.9791366492629682
1.8754952271699046,0.02089281780051627,0.9792285548316108
1.8943053758824704,0.019561503321989387,0.9782756466083425
1.8906195496863285,0.020011568928549266,0.9788878438964722
1.9530144831701204,0.020598954842394622,0.9789653796367545
