Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
0.11701376789908502,0.18442472219004347,0.41758915403886787,-0.18419975369909417,0.6352547813000049,5.161455074048459,1.0450609612152262,0.02612855127299926,0.681805694160573
