Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
0.3309953873852718,0.2073083026005384,1.4036841250354959,-0.1615889870038187,2.0483785065205877,3.9116087459736906,0.81723604236003,0.03186752480777253,1.70430649887995
