Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
0.11695822032624936,0.18976342046279648,0.405548214103018,-0.19395604466678015,0.603014082687273,13.908844567703232,2.783952695067925,0.027489277844508705,0.7037978378163905
