Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
0.12705661479593644,0.18133903581198635,0.480076502035846,-0.1755954226826004,0.7235759343303526,6.0946293328499985,1.2373083180423772,0.024980445929853465,0.8159919255733297
