Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
0.1175593914619566,0.3181915425843673,0.2437506301849167,-0.28612470225517816,0.41086769036036963,2.922814804690856,0.5715609344649324,0.04323156182829941,0.5152523245947257
