Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
0.43395589330779427,0.23737885112627755,1.6596081531380464,-0.2167911927146945,2.001722984642308,4.2910935989702566,0.9097639461537753,0.03397365320107058,1.9275959971109113
