Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
-0.2901121485279493,0.2881786918290494,-1.1455119564102112,-0.22562766436287376,-1.2858004899584075,481.86647824562766,90.81768303865209,0.04366136913225208,-0.38004572677719917
