Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
0.11127002768383987,0.16768899743354165,0.4250131166891517,-0.172644579941238,0.6445034889988847,5.60747311854391,1.1377380162788817,0.02395624639106563,0.6776274888247581
