Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
0.03924958225636299,0.03214721419330375,-0.023343158312042412,-0.019135438816384343,2.051147253243486,4.656020478659998,0.9434557077433512,0.0027624735120229294,0.5365317486073035
