Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
0.08397926698823155,0.1967626296120847,0.22351431691979823,-0.1940051358416468,0.4328713822581065,20.515486037416498,4.11896059563546,0.027848509079855994,0.512743479041812
