Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
0.10128537126016268,0.17708981364699528,0.34606941267459174,-0.17646361298861002,0.5739731567574319,7.734529277547699,1.5687104211251217,0.025284843526222716,0.5908960021871709
