Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
0.09968330340510834,0.18377495079740364,0.32476297720941505,-0.18579258503356416,0.5365300706290344,7.3287473174520334,1.479995316499045,0.026233621192817188,0.5718235185190317
