Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
0.1369705238238208,0.18251979982631253,0.5312876663420744,-0.1841108680678513,0.7439567946250208,6.765450475643237,1.381167113045507,0.025738279991481126,0.8199312165891685
