Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
0.09144664784692291,0.17038003472027727,0.30195230862502614,-0.16806061774936487,0.5441289846059628,6.981633150618857,1.4174603025250485,0.024455805907098793,0.5408774760872623
