Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
0.10650057308924099,0.17649177094876523,0.37679133119828284,-0.17867295582704934,0.5960643487253561,5.774984733863995,1.1707677504174903,0.0251698803234111,0.6270520490647358
