Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Annual Turnover,Avg Transaction Cost,CVaR 95%,Sortino Ratio
0.10933996465798712,0.17302445907675099,0.4007523619519328,-0.17190723965209997,0.6360405253418697,7.006638139369833,1.4276738650345702,0.024540616032016602,0.6623040895112597
